order_id,quantity,order_date,order_time,unit_price,total_price,pizza_name
6627,1,21-04-2015,20:04:22,16,16,The Vegetables + Vegetables Pizza
6628,1,21-04-2015,20:25:05,16,16,The Classic Deluxe Pizza
6628,2,21-04-2015,20:25:05,12.5,25,The Pepperoni Pizza
6629,1,21-04-2015,20:27:45,18.5,18.5,The Five Cheese Pizza
6629,1,21-04-2015,20:27:45,14.75,14.75,The Four Cheese Pizza
6629,1,21-04-2015,20:27:45,20.75,20.75,The Thai Chicken Pizza
6630,1,21-04-2015,20:35:02,13.25,13.25,The Hawaiian Pizza
6630,1,21-04-2015,20:35:02,16,16,The Mexicana Pizza
6631,1,21-04-2015,21:22:18,12,12,The Classic Deluxe Pizza
6631,1,21-04-2015,21:22:18,17.95,17.95,The Four Cheese Pizza
6632,1,21-04-2015,21:45:38,12,12,The Classic Deluxe Pizza
6633,1,21-04-2015,22:14:53,16,16,The Classic Deluxe Pizza
6633,1,21-04-2015,22:14:53,16.5,16.5,The Spicy Italian Pizza
6634,1,22-04-2015,11:27:55,16.75,16.75,The Southwest Chicken Pizza
6635,1,22-04-2015,11:31:21,20.75,20.75,The Chicken Pesto Pizza
6635,1,22-04-2015,11:31:21,12.75,12.75,The Italian Vegetables Pizza
6635,1,22-04-2015,11:31:21,16.5,16.5,The Prosciutto and Arugula Pizza
6635,1,22-04-2015,11:31:21,16,16,The Vegetables + Vegetables Pizza
6636,1,22-04-2015,11:45:43,16,16,The Mexicana Pizza
6637,1,22-04-2015,11:47:18,12.5,12.5,The Spicy Italian Pizza
6638,1,22-04-2015,11:48:30,16.5,16.5,The Italian Supreme Pizza
6638,1,22-04-2015,11:48:30,16,16,The Mexicana Pizza
6638,1,22-04-2015,11:48:30,20.75,20.75,The Thai Chicken Pizza
6639,1,22-04-2015,11:55:56,16.75,16.75,The Chicken Alfredo Pizza
6639,1,22-04-2015,11:55:56,12,12,The Classic Deluxe Pizza
6639,1,22-04-2015,11:55:56,12,12,The Green Garden Pizza
6639,1,22-04-2015,11:55:56,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza"
6639,1,22-04-2015,11:55:56,20.75,20.75,The Pepper Salami Pizza
6639,1,22-04-2015,11:55:56,12.5,12.5,The Pepper Salami Pizza
6639,1,22-04-2015,11:55:56,12.25,12.25,The Sicilian Pizza
6639,1,22-04-2015,11:55:56,12.5,12.5,The Spicy Italian Pizza
6639,1,22-04-2015,11:55:56,20.25,20.25,The Spinach and Feta Pizza
6639,1,22-04-2015,11:55:56,12.5,12.5,The Spinach Supreme Pizza
6639,2,22-04-2015,11:55:56,16.75,33.5,The Thai Chicken Pizza
6640,1,22-04-2015,12:01:17,16.5,16.5,The Spinach Pesto Pizza
6641,1,22-04-2015,12:03:04,12.5,12.5,The Pepperoni Pizza
6642,1,22-04-2015,12:04:37,12,12,The Big Meat Pizza
6642,1,22-04-2015,12:04:37,12,12,The Green Garden Pizza
6642,1,22-04-2015,12:04:37,16.75,16.75,The Southwest Chicken Pizza
6642,1,22-04-2015,12:04:37,12.75,12.75,The Thai Chicken Pizza
6643,1,22-04-2015,12:24:35,20.75,20.75,The Barbecue Chicken Pizza
6643,1,22-04-2015,12:24:35,16.75,16.75,The Barbecue Chicken Pizza
6644,1,22-04-2015,12:40:39,18.5,18.5,The Five Cheese Pizza
6645,1,22-04-2015,12:50:12,14.5,14.5,"The Pepperoni, Mushroom, and Peppers Pizza"
6645,1,22-04-2015,12:50:12,20.75,20.75,The Pepper Salami Pizza
6646,1,22-04-2015,13:06:46,16,16,The Italian Capocollo Pizza
6647,1,22-04-2015,13:11:30,16,16,The Italian Capocollo Pizza
6647,1,22-04-2015,13:11:30,20.75,20.75,The Spinach Supreme Pizza
6648,1,22-04-2015,13:18:06,20.5,20.5,The Classic Deluxe Pizza
6649,1,22-04-2015,13:30:53,12.25,12.25,The Calabrese Pizza
6649,1,22-04-2015,13:30:53,12.25,12.25,The Sicilian Pizza
6649,1,22-04-2015,13:30:53,20.75,20.75,The Thai Chicken Pizza
6650,1,22-04-2015,13:42:37,18.5,18.5,The Five Cheese Pizza
6651,1,22-04-2015,13:54:08,18.5,18.5,The Five Cheese Pizza
6652,1,22-04-2015,13:59:33,20.75,20.75,The Chicken Pesto Pizza
6652,1,22-04-2015,13:59:33,20.5,20.5,The Napolitana Pizza
6653,1,22-04-2015,14:11:55,20.5,20.5,The Classic Deluxe Pizza
6653,1,22-04-2015,14:11:55,21,21,The Italian Vegetables Pizza
6653,1,22-04-2015,14:11:55,12.5,12.5,The Spinach Pesto Pizza
6654,1,22-04-2015,14:13:48,12,12,The Big Meat Pizza
6655,1,22-04-2015,14:17:26,14.75,14.75,The Four Cheese Pizza
6656,1,22-04-2015,14:44:46,20.75,20.75,The California Chicken Pizza
6656,1,22-04-2015,14:44:46,20.75,20.75,The Chicken Pesto Pizza
6656,1,22-04-2015,14:44:46,18.5,18.5,The Five Cheese Pizza
6656,1,22-04-2015,14:44:46,10.5,10.5,The Hawaiian Pizza
6656,1,22-04-2015,14:44:46,12.75,12.75,The Southwest Chicken Pizza
6657,1,22-04-2015,15:16:59,17.95,17.95,The Four Cheese Pizza
6657,1,22-04-2015,15:16:59,16.5,16.5,The Italian Supreme Pizza
6658,1,22-04-2015,15:41:01,20.25,20.25,The Green Garden Pizza
6658,1,22-04-2015,15:41:01,16.5,16.5,The Hawaiian Pizza
6658,1,22-04-2015,15:41:01,16.75,16.75,The Southwest Chicken Pizza
6658,1,22-04-2015,15:41:01,20.75,20.75,The Thai Chicken Pizza
6659,1,22-04-2015,15:46:58,12.25,12.25,The Calabrese Pizza
6659,1,22-04-2015,15:46:58,16,16,The Mexicana Pizza
6659,1,22-04-2015,15:46:58,15.25,15.25,The Pepperoni Pizza
6660,1,22-04-2015,15:48:29,17.95,17.95,The Four Cheese Pizza
6660,1,22-04-2015,15:48:29,12,12,The Green Garden Pizza
6660,1,22-04-2015,15:48:29,20.75,20.75,The Italian Supreme Pizza
6660,1,22-04-2015,15:48:29,12,12,The Napolitana Pizza
6661,1,22-04-2015,16:03:48,20.75,20.75,The Barbecue Chicken Pizza
6661,1,22-04-2015,16:03:48,16.5,16.5,The Italian Supreme Pizza
6661,1,22-04-2015,16:03:48,12.5,12.5,The Pepperoni Pizza
6662,1,22-04-2015,16:11:12,20.75,20.75,The California Chicken Pizza
6663,1,22-04-2015,16:14:26,20.75,20.75,The Chicken Pesto Pizza
6663,1,22-04-2015,16:14:26,12,12,The Classic Deluxe Pizza
6663,1,22-04-2015,16:14:26,12,12,The Italian Capocollo Pizza
6663,1,22-04-2015,16:14:26,20.75,20.75,The Soppressata Pizza
6664,1,22-04-2015,16:32:47,16.75,16.75,The Barbecue Chicken Pizza
6664,1,22-04-2015,16:32:47,12.75,12.75,The Chicken Pesto Pizza
6664,1,22-04-2015,16:32:47,10.5,10.5,The Hawaiian Pizza
6665,1,22-04-2015,16:48:22,20.75,20.75,The California Chicken Pizza
6665,1,22-04-2015,16:48:22,20.75,20.75,The Chicken Pesto Pizza
6665,1,22-04-2015,16:48:22,9.75,9.75,The Pepperoni Pizza
6666,1,22-04-2015,16:48:33,12.75,12.75,The Chicken Pesto Pizza
6666,1,22-04-2015,16:48:33,25.5,25.5,The Greek Pizza
6667,1,22-04-2015,17:01:16,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza"
6667,1,22-04-2015,17:01:16,20.75,20.75,The Soppressata Pizza
6668,1,22-04-2015,17:19:13,23.65,23.65,The Brie Carre Pizza
6668,1,22-04-2015,17:19:13,20.75,20.75,The Prosciutto and Arugula Pizza
6669,1,22-04-2015,17:39:27,20.75,20.75,The Prosciutto and Arugula Pizza
6670,1,22-04-2015,17:51:54,12,12,The Green Garden Pizza
6671,1,22-04-2015,18:03:12,20.5,20.5,The Classic Deluxe Pizza
6671,1,22-04-2015,18:03:12,12,12,The Spinach and Feta Pizza
6671,1,22-04-2015,18:03:12,16,16,The Greek Pizza
6672,1,22-04-2015,18:16:54,12,12,The Big Meat Pizza
6672,1,22-04-2015,18:16:54,12,12,The Classic Deluxe Pizza
6673,1,22-04-2015,18:22:52,16.75,16.75,The Italian Vegetables Pizza
6673,1,22-04-2015,18:22:52,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
6673,1,22-04-2015,18:22:52,16.5,16.5,The Prosciutto and Arugula Pizza
6674,1,22-04-2015,18:31:51,20.75,20.75,The Chicken Pesto Pizza
6674,1,22-04-2015,18:31:51,16,16,The Spinach and Feta Pizza
6675,1,22-04-2015,18:42:45,17.95,17.95,The Four Cheese Pizza
6676,1,22-04-2015,18:43:09,12,12,The Big Meat Pizza
6677,1,22-04-2015,18:45:57,16,16,The Napolitana Pizza
6677,1,22-04-2015,18:45:57,12.75,12.75,The Southwest Chicken Pizza
6678,1,22-04-2015,18:47:00,9.75,9.75,The Pepperoni Pizza
6679,1,22-04-2015,18:50:18,20.75,20.75,The Italian Supreme Pizza
6679,1,22-04-2015,18:50:18,12.5,12.5,The Pepperoni Pizza
6680,1,22-04-2015,18:51:46,20.75,20.75,The Spicy Italian Pizza
6680,1,22-04-2015,18:51:46,16.5,16.5,The Spicy Italian Pizza
6681,1,22-04-2015,18:51:56,20.75,20.75,The Thai Chicken Pizza
6682,1,22-04-2015,19:07:05,20.75,20.75,The Italian Supreme Pizza
6682,1,22-04-2015,19:07:05,16,16,The Napolitana Pizza
6682,1,22-04-2015,19:07:05,12.5,12.5,The Spinach Pesto Pizza
6683,1,22-04-2015,19:18:45,17.95,17.95,The Four Cheese Pizza
6683,1,22-04-2015,19:18:45,20.25,20.25,The Green Garden Pizza
6683,1,22-04-2015,19:18:45,16.25,16.25,The Sicilian Pizza
6684,1,22-04-2015,20:03:53,12,12,The Classic Deluxe Pizza
6685,1,22-04-2015,20:03:59,16.75,16.75,The California Chicken Pizza
6685,2,22-04-2015,20:03:59,16,32,The Classic Deluxe Pizza
6685,1,22-04-2015,20:03:59,20.75,20.75,The Thai Chicken Pizza
6686,1,22-04-2015,20:35:02,12.75,12.75,The Chicken Alfredo Pizza
6686,1,22-04-2015,20:35:02,12.25,12.25,The Sicilian Pizza
6686,1,22-04-2015,20:35:02,20.75,20.75,The Thai Chicken Pizza
6687,1,22-04-2015,20:36:12,20.25,20.25,The Mediterranean Pizza
6688,1,22-04-2015,20:38:05,10.5,10.5,The Hawaiian Pizza
6688,1,22-04-2015,20:38:05,15.25,15.25,The Pepperoni Pizza
6689,1,22-04-2015,20:45:55,16,16,The Mexicana Pizza
6689,1,22-04-2015,20:45:55,16.5,16.5,The Prosciutto and Arugula Pizza
6690,1,22-04-2015,21:12:45,16.75,16.75,The California Chicken Pizza
6690,1,22-04-2015,21:12:45,12.75,12.75,The Italian Vegetables Pizza
6690,1,22-04-2015,21:12:45,20.5,20.5,The Napolitana Pizza
6690,1,22-04-2015,21:12:45,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
6691,1,22-04-2015,21:30:57,16,16,The Vegetables + Vegetables Pizza
6692,1,22-04-2015,21:44:17,16.5,16.5,The Italian Supreme Pizza
6693,1,23-04-2015,11:53:21,12,12,The Big Meat Pizza
6693,1,23-04-2015,11:53:21,20.75,20.75,The Chicken Pesto Pizza
6693,1,23-04-2015,11:53:21,16.75,16.75,The Chicken Pesto Pizza
6693,1,23-04-2015,11:53:21,12,12,The Italian Capocollo Pizza
6693,1,23-04-2015,11:53:21,9.75,9.75,The Pepperoni Pizza
6694,1,23-04-2015,11:53:48,20.75,20.75,The Barbecue Chicken Pizza
6694,2,23-04-2015,11:53:48,20.5,41,The Italian Capocollo Pizza
6695,1,23-04-2015,12:03:57,20.5,20.5,The Classic Deluxe Pizza
6696,1,23-04-2015,12:09:28,18.5,18.5,The Five Cheese Pizza
6696,1,23-04-2015,12:09:28,20.5,20.5,The Napolitana Pizza
6696,1,23-04-2015,12:09:28,12.5,12.5,The Pepperoni Pizza
6696,1,23-04-2015,12:09:28,12.75,12.75,The Southwest Chicken Pizza
6697,1,23-04-2015,12:15:04,16.75,16.75,The Barbecue Chicken Pizza
6697,1,23-04-2015,12:15:04,20.25,20.25,The Mexicana Pizza
6697,1,23-04-2015,12:15:04,20.25,20.25,The Sicilian Pizza
6697,1,23-04-2015,12:15:04,20.75,20.75,The Spicy Italian Pizza
6698,1,23-04-2015,12:22:50,20.75,20.75,The Italian Supreme Pizza
6699,1,23-04-2015,12:38:04,16,16,The Vegetables + Vegetables Pizza
6700,1,23-04-2015,12:51:44,12,12,The Big Meat Pizza
6700,1,23-04-2015,12:51:44,23.65,23.65,The Brie Carre Pizza
6700,2,23-04-2015,12:51:44,20.75,41.5,The California Chicken Pizza
6700,1,23-04-2015,12:51:44,18.5,18.5,The Five Cheese Pizza
6700,1,23-04-2015,12:51:44,10.5,10.5,The Hawaiian Pizza
6700,1,23-04-2015,12:51:44,16.5,16.5,The Italian Supreme Pizza
6700,1,23-04-2015,12:51:44,12.5,12.5,The Prosciutto and Arugula Pizza
6700,1,23-04-2015,12:51:44,20.75,20.75,The Spicy Italian Pizza
6700,1,23-04-2015,12:51:44,16,16,The Vegetables + Vegetables Pizza
6701,1,23-04-2015,12:57:08,12.75,12.75,The Barbecue Chicken Pizza
6701,1,23-04-2015,12:57:08,16.75,16.75,The California Chicken Pizza
6701,2,23-04-2015,12:57:08,17.95,35.9,The Four Cheese Pizza
6701,1,23-04-2015,12:57:08,10.5,10.5,The Hawaiian Pizza
6701,1,23-04-2015,12:57:08,16.75,16.75,The Italian Vegetables Pizza
6701,1,23-04-2015,12:57:08,20.25,20.25,The Mexicana Pizza
6701,1,23-04-2015,12:57:08,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
6701,1,23-04-2015,12:57:08,12.5,12.5,The Pepperoni Pizza
6701,2,23-04-2015,12:57:08,12.25,24.5,The Sicilian Pizza
6701,1,23-04-2015,12:57:08,16.75,16.75,The Southwest Chicken Pizza
6701,2,23-04-2015,12:57:08,12,24,The Greek Pizza
6702,1,23-04-2015,13:06:58,20.5,20.5,The Classic Deluxe Pizza
6703,1,23-04-2015,13:09:01,20.75,20.75,The Spinach Supreme Pizza
6704,1,23-04-2015,13:19:22,16,16,The Italian Capocollo Pizza
6705,1,23-04-2015,13:22:58,16,16,The Greek Pizza
6705,1,23-04-2015,13:22:58,16,16,The Vegetables + Vegetables Pizza
6706,1,23-04-2015,13:27:55,16.75,16.75,The California Chicken Pizza
6707,1,23-04-2015,13:32:30,12,12,The Classic Deluxe Pizza
6708,1,23-04-2015,13:57:44,20.75,20.75,The Barbecue Chicken Pizza
6709,1,23-04-2015,14:00:11,12.75,12.75,The California Chicken Pizza
6709,1,23-04-2015,14:00:11,16,16,The Classic Deluxe Pizza
6710,1,23-04-2015,14:17:27,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
6710,1,23-04-2015,14:17:27,16.5,16.5,The Pepper Salami Pizza
6711,1,23-04-2015,14:25:33,16.75,16.75,The California Chicken Pizza
6711,1,23-04-2015,14:25:33,20.25,20.25,The Mexicana Pizza
6712,1,23-04-2015,14:46:32,12,12,The Italian Capocollo Pizza
6713,1,23-04-2015,14:57:33,16.25,16.25,The Sicilian Pizza
6714,1,23-04-2015,15:09:11,12,12,The Big Meat Pizza
6715,1,23-04-2015,15:14:00,16.5,16.5,The Hawaiian Pizza
6716,1,23-04-2015,15:43:44,16.5,16.5,The Prosciutto and Arugula Pizza
6716,1,23-04-2015,15:43:44,12,12,The Spinach and Feta Pizza
6716,1,23-04-2015,15:43:44,12,12,The Vegetables + Vegetables Pizza
6717,1,23-04-2015,15:47:05,12,12,The Napolitana Pizza
6717,1,23-04-2015,15:47:05,16.5,16.5,The Soppressata Pizza
6718,1,23-04-2015,16:04:14,20.75,20.75,The Barbecue Chicken Pizza
6718,1,23-04-2015,16:04:14,12,12,The Spinach and Feta Pizza
6719,1,23-04-2015,16:15:52,16.5,16.5,The Italian Supreme Pizza
6720,1,23-04-2015,16:18:07,16.25,16.25,The Calabrese Pizza
6720,1,23-04-2015,16:18:07,16.75,16.75,The Thai Chicken Pizza
6720,1,23-04-2015,16:18:07,16,16,The Greek Pizza
6721,1,23-04-2015,16:18:32,12.25,12.25,The Calabrese Pizza
6721,1,23-04-2015,16:18:32,20.25,20.25,The Green Garden Pizza
6722,1,23-04-2015,16:40:34,16,16,The Classic Deluxe Pizza
6722,1,23-04-2015,16:40:34,15.25,15.25,The Pepperoni Pizza
6723,1,23-04-2015,16:43:14,12,12,The Big Meat Pizza
6723,1,23-04-2015,16:43:14,16.75,16.75,The Southwest Chicken Pizza
6723,1,23-04-2015,16:43:14,16.5,16.5,The Spicy Italian Pizza
6724,1,23-04-2015,16:53:20,17.95,17.95,The Four Cheese Pizza
6724,1,23-04-2015,16:53:20,16.75,16.75,The Southwest Chicken Pizza
6724,1,23-04-2015,16:53:20,35.95,35.95,The Greek Pizza
6725,1,23-04-2015,17:14:03,20.75,20.75,The California Chicken Pizza
6725,1,23-04-2015,17:14:03,14.5,14.5,"The Pepperoni, Mushroom, and Peppers Pizza"
6725,1,23-04-2015,17:14:03,16.25,16.25,The Sicilian Pizza
6726,1,23-04-2015,17:20:52,16.5,16.5,The Hawaiian Pizza
6726,1,23-04-2015,17:20:52,20.25,20.25,The Mexicana Pizza
6726,1,23-04-2015,17:20:52,16.5,16.5,The Spinach Pesto Pizza
6726,1,23-04-2015,17:20:52,20.5,20.5,The Greek Pizza
6727,1,23-04-2015,17:21:09,9.75,9.75,The Pepperoni Pizza
6727,1,23-04-2015,17:21:09,16.5,16.5,The Pepper Salami Pizza
6727,1,23-04-2015,17:21:09,25.5,25.5,The Greek Pizza
6728,1,23-04-2015,17:31:49,12.75,12.75,The California Chicken Pizza
6728,1,23-04-2015,17:31:49,17.95,17.95,The Four Cheese Pizza
6729,1,23-04-2015,17:41:28,20.75,20.75,The Italian Supreme Pizza
6729,1,23-04-2015,17:41:28,20.25,20.25,The Sicilian Pizza
6729,1,23-04-2015,17:41:28,20.75,20.75,The Southwest Chicken Pizza
6729,1,23-04-2015,17:41:28,20.75,20.75,The Spinach Supreme Pizza
6730,1,23-04-2015,17:43:10,20.25,20.25,The Spinach and Feta Pizza
6730,1,23-04-2015,17:43:10,12,12,The Vegetables + Vegetables Pizza
6731,1,23-04-2015,17:54:51,16.75,16.75,The Barbecue Chicken Pizza
6731,1,23-04-2015,17:54:51,12.75,12.75,The Thai Chicken Pizza
6732,1,23-04-2015,17:55:42,20.5,20.5,The Italian Capocollo Pizza
6732,1,23-04-2015,17:55:42,16,16,The Italian Capocollo Pizza
6732,1,23-04-2015,17:55:42,20.75,20.75,The Spicy Italian Pizza
6732,1,23-04-2015,17:55:42,20.25,20.25,The Vegetables + Vegetables Pizza
6733,2,23-04-2015,18:08:39,20.75,41.5,The Italian Supreme Pizza
6733,1,23-04-2015,18:08:39,20.5,20.5,The Napolitana Pizza
6734,1,23-04-2015,18:33:33,20.75,20.75,The Southwest Chicken Pizza
6735,1,23-04-2015,18:35:37,16.75,16.75,The Barbecue Chicken Pizza
6735,1,23-04-2015,18:35:37,16.5,16.5,The Italian Supreme Pizza
6735,1,23-04-2015,18:35:37,9.75,9.75,The Pepperoni Pizza
6736,1,23-04-2015,18:39:46,12,12,The Big Meat Pizza
6736,1,23-04-2015,18:39:46,20.75,20.75,The Soppressata Pizza
6737,1,23-04-2015,18:46:16,12.75,12.75,The Chicken Alfredo Pizza
6737,1,23-04-2015,18:46:16,20.75,20.75,The Soppressata Pizza
6738,1,23-04-2015,18:46:57,12,12,The Classic Deluxe Pizza
6738,1,23-04-2015,18:46:57,16,16,The Italian Capocollo Pizza
6738,1,23-04-2015,18:46:57,20.5,20.5,The Napolitana Pizza
6739,1,23-04-2015,19:02:43,12,12,The Napolitana Pizza
6739,1,23-04-2015,19:02:43,16.5,16.5,The Pepper Salami Pizza
6740,2,23-04-2015,19:04:17,18.5,37,The Five Cheese Pizza
6740,1,23-04-2015,19:04:17,20.75,20.75,The Spicy Italian Pizza
6741,1,23-04-2015,19:09:38,20.5,20.5,The Italian Capocollo Pizza
6741,1,23-04-2015,19:09:38,16.25,16.25,The Sicilian Pizza
6742,1,23-04-2015,19:26:46,16,16,The Vegetables + Vegetables Pizza
6743,1,23-04-2015,19:51:23,18.5,18.5,The Five Cheese Pizza
6743,1,23-04-2015,19:51:23,20.75,20.75,The Italian Supreme Pizza
6744,1,23-04-2015,19:51:49,16.25,16.25,The Calabrese Pizza
6744,1,23-04-2015,19:51:49,18.5,18.5,The Five Cheese Pizza
6744,1,23-04-2015,19:51:49,20.75,20.75,The Pepper Salami Pizza
6744,1,23-04-2015,19:51:49,12.5,12.5,The Spicy Italian Pizza
6745,1,23-04-2015,19:56:43,20.75,20.75,The Italian Supreme Pizza
6746,1,23-04-2015,20:04:16,20.5,20.5,The Classic Deluxe Pizza
6746,1,23-04-2015,20:04:16,20.75,20.75,The Italian Supreme Pizza
6747,1,23-04-2015,20:42:06,12,12,The Green Garden Pizza
6747,1,23-04-2015,20:42:06,11,11,"The Pepperoni, Mushroom, and Peppers Pizza"
6748,1,23-04-2015,21:19:08,16.75,16.75,The Barbecue Chicken Pizza
6748,1,23-04-2015,21:19:08,20.75,20.75,The California Chicken Pizza
6748,1,23-04-2015,21:19:08,12.5,12.5,The Pepperoni Pizza
6748,1,23-04-2015,21:19:08,16.5,16.5,The Spinach Supreme Pizza
6749,1,23-04-2015,22:37:52,16.75,16.75,The Southwest Chicken Pizza
6750,1,24-04-2015,11:43:01,25.5,25.5,The Greek Pizza
6751,1,24-04-2015,11:43:47,20.75,20.75,The Spinach Supreme Pizza
6752,1,24-04-2015,11:57:16,20.5,20.5,The Italian Capocollo Pizza
6753,1,24-04-2015,12:08:44,16.75,16.75,The Chicken Alfredo Pizza
6753,1,24-04-2015,12:08:44,12,12,The Classic Deluxe Pizza
6753,1,24-04-2015,12:08:44,16.5,16.5,The Pepper Salami Pizza
6753,1,24-04-2015,12:08:44,20.75,20.75,The Thai Chicken Pizza
6754,1,24-04-2015,12:11:51,20.75,20.75,The Barbecue Chicken Pizza
6754,1,24-04-2015,12:11:51,16,16,The Greek Pizza
6754,1,24-04-2015,12:11:51,25.5,25.5,The Greek Pizza
6755,1,24-04-2015,12:23:42,12,12,The Green Garden Pizza
6756,1,24-04-2015,12:27:44,20.75,20.75,The Prosciutto and Arugula Pizza
6757,1,24-04-2015,12:32:10,20.75,20.75,The Thai Chicken Pizza
6758,1,24-04-2015,12:34:56,12,12,The Big Meat Pizza
6758,1,24-04-2015,12:34:56,16.5,16.5,The Italian Supreme Pizza
6758,1,24-04-2015,12:34:56,12.25,12.25,The Sicilian Pizza
6759,1,24-04-2015,12:57:12,16.75,16.75,The Thai Chicken Pizza
6760,1,24-04-2015,13:01:33,12,12,The Big Meat Pizza
6760,1,24-04-2015,13:01:33,18.5,18.5,The Five Cheese Pizza
6760,1,24-04-2015,13:01:33,17.95,17.95,The Four Cheese Pizza
6761,1,24-04-2015,13:02:48,25.5,25.5,The Greek Pizza
6762,1,24-04-2015,13:10:26,16,16,The Classic Deluxe Pizza
6762,1,24-04-2015,13:10:26,10.5,10.5,The Hawaiian Pizza
6762,1,24-04-2015,13:10:26,12,12,The Napolitana Pizza
6762,1,24-04-2015,13:10:26,15.25,15.25,The Pepperoni Pizza
6762,1,24-04-2015,13:10:26,12.5,12.5,The Pepperoni Pizza
6762,2,24-04-2015,13:10:26,20.75,41.5,The Spicy Italian Pizza
6762,1,24-04-2015,13:10:26,12.5,12.5,The Spinach Pesto Pizza
6762,1,24-04-2015,13:10:26,16,16,The Spinach and Feta Pizza
6762,1,24-04-2015,13:10:26,12,12,The Spinach and Feta Pizza
6762,1,24-04-2015,13:10:26,16.75,16.75,The Thai Chicken Pizza
6762,1,24-04-2015,13:10:26,16,16,The Greek Pizza
6762,2,24-04-2015,13:10:26,25.5,51,The Greek Pizza
6763,1,24-04-2015,13:11:38,20.75,20.75,The Thai Chicken Pizza
6764,1,24-04-2015,13:11:42,12.5,12.5,The Pepperoni Pizza
6765,1,24-04-2015,13:27:39,17.95,17.95,The Four Cheese Pizza
6765,1,24-04-2015,13:27:39,16.75,16.75,The Italian Vegetables Pizza
6765,1,24-04-2015,13:27:39,20.75,20.75,The Spicy Italian Pizza
6765,1,24-04-2015,13:27:39,12,12,The Greek Pizza
6766,1,24-04-2015,13:39:50,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza"
6767,1,24-04-2015,13:40:47,16.25,16.25,The Calabrese Pizza
6768,1,24-04-2015,13:52:50,12,12,The Green Garden Pizza
6768,1,24-04-2015,13:52:50,20.25,20.25,The Vegetables + Vegetables Pizza
6769,1,24-04-2015,14:27:11,16.75,16.75,The Barbecue Chicken Pizza
6770,1,24-04-2015,14:28:10,20.5,20.5,The Classic Deluxe Pizza
6770,1,24-04-2015,14:28:10,16.75,16.75,The Italian Vegetables Pizza
6770,1,24-04-2015,14:28:10,20.75,20.75,The Pepper Salami Pizza
6770,1,24-04-2015,14:28:10,12.5,12.5,The Prosciutto and Arugula Pizza
6771,1,24-04-2015,14:35:56,16.75,16.75,The Italian Vegetables Pizza
6772,1,24-04-2015,14:42:31,12,12,The Big Meat Pizza
6772,1,24-04-2015,14:42:31,20.75,20.75,The Italian Supreme Pizza
6772,1,24-04-2015,14:42:31,16.5,16.5,The Italian Supreme Pizza
6772,1,24-04-2015,14:42:31,12.5,12.5,The Pepper Salami Pizza
6772,1,24-04-2015,14:42:31,16.25,16.25,The Sicilian Pizza
6772,1,24-04-2015,14:42:31,20.25,20.25,The Vegetables + Vegetables Pizza
6773,1,24-04-2015,14:58:05,20.75,20.75,The Spicy Italian Pizza
6773,1,24-04-2015,14:58:05,12,12,The Vegetables + Vegetables Pizza
6774,1,24-04-2015,15:06:56,12.5,12.5,The Spicy Italian Pizza
6775,1,24-04-2015,15:26:55,12.75,12.75,The Chicken Alfredo Pizza
6776,1,24-04-2015,15:34:32,14.75,14.75,The Four Cheese Pizza
6776,1,24-04-2015,15:34:32,20.75,20.75,The Spinach Supreme Pizza
6776,1,24-04-2015,15:34:32,25.5,25.5,The Greek Pizza
6777,1,24-04-2015,15:49:52,23.65,23.65,The Brie Carre Pizza
6778,1,24-04-2015,16:03:50,16.75,16.75,The Barbecue Chicken Pizza
6778,1,24-04-2015,16:03:50,12.5,12.5,The Prosciutto and Arugula Pizza
6779,1,24-04-2015,16:07:28,16.75,16.75,The Chicken Pesto Pizza
6779,1,24-04-2015,16:07:28,20.75,20.75,The Thai Chicken Pizza
6780,1,24-04-2015,16:09:30,15.25,15.25,The Pepperoni Pizza
6780,1,24-04-2015,16:09:30,12.5,12.5,The Pepperoni Pizza
6781,1,24-04-2015,16:10:50,16,16,The Green Garden Pizza
6782,1,24-04-2015,16:21:05,17.95,17.95,The Four Cheese Pizza
6782,1,24-04-2015,16:21:05,16,16,The Mexicana Pizza
6782,1,24-04-2015,16:21:05,16,16,The Napolitana Pizza
6782,1,24-04-2015,16:21:05,20.75,20.75,The Spicy Italian Pizza
6783,1,24-04-2015,16:45:17,20.75,20.75,The California Chicken Pizza
6784,1,24-04-2015,16:57:54,20.75,20.75,The Barbecue Chicken Pizza
6784,1,24-04-2015,16:57:54,17.95,17.95,The Four Cheese Pizza
6784,1,24-04-2015,16:57:54,20.75,20.75,The Spicy Italian Pizza
6784,1,24-04-2015,16:57:54,20.75,20.75,The Thai Chicken Pizza
6785,1,24-04-2015,17:06:11,16.75,16.75,The Barbecue Chicken Pizza
6785,1,24-04-2015,17:06:11,12,12,The Big Meat Pizza
6786,1,24-04-2015,17:26:49,16.5,16.5,The Soppressata Pizza
6787,1,24-04-2015,17:27:32,20.75,20.75,The California Chicken Pizza
